COM5
2023-12-08 11:01:20
00000
0700190007001900070019000700190007001900
0000000000
0700190007001900070019000700190007001900
1010101010
081220230812202308122023081220230812202311301130113011301130
0700190007001900070019000700190007001900
0000000000
081220230812202308122023081220230812202312001200120012001200
0700190007001900070019000700190007001900
0000000000
081220230812202308122023081220230812202313001300130013001300
0700190007001900070019000700190007001900
0000000000
050120240501202405012024050120240501202407000700070007000700
0700190007001900070019000700190007001900
0000000000
120120241201202412012024120120241201202407000700070007000700
0700190007001900070019000700190007001900
0000000000
190120241901202419012024190120241901202407000700070007000700
0700190007001900070019000700190007001900
0000000000
260120242601202426012024260120242601202407000700070007000700
0700190007001900070019000700190007001900
0000000000
020220240202202402022024020220240202202407000700070007000700
0700190007001900070019000700190007001900
0000000000
090220240902202409022024090220240902202407000700070007000700
0700190007001900070019000700190007001900
0000000000
160220241602202416022024160220241602202407000700070007000700
0700190007001900070019000700190007001900
0000000000
230220242302202423022024230220242302202407000700070007000700
242728402424242424242424242221122424242424242424242424242424
242424242424242424242424242424242424242424242424242424242424
HH:MM:SS MO/DY/YEAR LED01 PIR01 LUM01 LED02 PIR02 LUM02 LED03 PIR03 LUM03 LED04 PIR04 LUM04 LED05 PIR05 LUM05
14:02:00 12/08/2023 00001 00000 00247 00001 00000 00081 00001 00191 00047 00001 00191 00038 00001 00000 00098  
14:03:00 12/08/2023 00001 00000 00247 00001 00000 00081 00001 00191 00048 00001 00191 00038 00001 00000 00098  
14:04:00 12/08/2023 00001 00000 00247 00001 00000 00081 00001 00191 00048 00001 00191 00038 00001 00000 00098  
14:05:00 12/08/2023 00001 00000 00247 00001 00000 00081 00001 00191 00048 00001 00191 00038 00001 00000 00098  
14:06:00 12/08/2023 00001 00000 00247 00001 00000 00081 00001 00191 00048 00001 00191 00038 00001 00000 00098  
14:07:00 12/08/2023 00001 00000 00245 00001 00000 00079 00001 00191 00046 00001 00191 00037 00001 00000 00096  
14:08:00 12/08/2023 00001 00000 00241 00001 00000 00078 00001 00191 00046 00001 00191 00036 00001 00000 00093  
14:09:00 12/08/2023 00001 00000 00239 00001 00000 00076 00001 00191 00044 00001 00191 00035 00001 00000 00090  
14:10:00 12/08/2023 00001 00000 00246 00001 00000 00080 00001 00191 00047 00001 00191 00037 00001 00000 00097  
14:11:00 12/08/2023 00001 00000 00246 00001 00000 00080 00001 00191 00047 00001 00191 00037 00001 00000 00097  
14:12:00 12/08/2023 00001 00000 00246 00001 00000 00080 00001 00191 00047 00001 00191 00037 00001 00000 00097  
14:13:00 12/08/2023 00001 00000 00244 00001 00000 00079 00001 00191 00046 00001 00191 00036 00001 00000 00095  
14:14:00 12/08/2023 00001 00000 00235 00001 00000 00074 00001 00191 00043 00001 00191 00034 00001 00000 00088  
14:15:00 12/08/2023 00001 00000 00240 00001 00000 00072 00001 00191 00040 00001 00191 00032 00001 00000 00093  
14:16:00 12/08/2023 00001 00000 00243 00001 00000 00076 00001 00191 00044 00001 00191 00035 00001 00000 00094  
14:17:00 12/08/2023 00001 00000 00242 00001 00000 00076 00001 00191 00043 00001 00191 00034 00001 00000 00095  
14:18:00 12/08/2023 00001 00000 00237 00001 00000 00072 00001 00191 00040 00001 00191 00032 00001 00000 00092  
14:19:00 12/08/2023 00001 00000 00238 00001 00000 00072 00001 00191 00040 00001 00191 00032 00001 00000 00092  
14:20:00 12/08/2023 00001 00000 00239 00001 00000 00073 00001 00191 00041 00001 00191 00033 00001 00000 00093  
14:21:00 12/08/2023 00001 00000 00242 00001 00000 00076 00001 00191 00043 00001 00191 00034 00001 00000 00095  
14:22:00 12/08/2023 00001 00000 00243 00001 00000 00077 00001 00191 00044 00001 00191 00035 00001 00000 00095  
14:23:00 12/08/2023 00001 00000 00242 00001 00000 00075 00001 00191 00043 00001 00191 00034 00001 00000 00095  
14:24:00 12/08/2023 00001 00000 00240 00001 00000 00074 00001 00191 00042 00001 00191 00033 00001 00000 00094  
14:25:00 12/08/2023 00001 00000 00241 00001 00000 00074 00001 00191 00042 00001 00191 00034 00001 00000 00094  
14:26:00 12/08/2023 00001 00000 00242 00001 00000 00075 00001 00191 00043 00001 00191 00034 00001 00000 00095  
14:27:00 12/08/2023 00001 00000 00241 00001 00000 00075 00001 00191 00042 00001 00191 00034 00001 00000 00095  
14:28:00 12/08/2023 00001 00000 00242 00001 00000 00075 00001 00191 00043 00001 00191 00034 00001 00000 00095  
14:29:00 12/08/2023 00001 00000 00243 00001 00000 00076 00001 00191 00044 00001 00191 00035 00001 00000 00095  
14:30:00 12/08/2023 00001 00000 00242 00001 00000 00076 00001 00191 00043 00001 00191 00035 00001 00000 00095  
14:31:00 12/08/2023 00001 00000 00243 00001 00000 00076 00001 00191 00044 00001 00191 00035 00001 00000 00095  
14:32:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00044 00001 00191 00036 00001 00000 00096  
14:33:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00036 00001 00000 00096  
14:34:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00036 00001 00000 00095  
14:35:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00037 00001 00000 00096  
14:36:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00037 00001 00000 00096  
14:37:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00037 00001 00000 00096  
14:38:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00038 00001 00000 00097  
14:39:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00038 00001 00000 00097  
14:40:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00038 00001 00000 00097  
14:41:00 12/08/2023 00001 00000 00244 00001 00000 00077 00001 00191 00045 00001 00191 00038 00001 00000 00097  
14:42:00 12/08/2023 00001 00000 00244 00001 00000 00076 00001 00191 00045 00001 00191 00038 00001 00000 00097  
14:43:00 12/08/2023 00001 00000 00244 00001 00000 00076 00001 00191 00045 00001 00191 00039 00001 00000 00097  
14:44:00 12/08/2023 00001 00000 00244 00001 00000 00076 00001 00191 00045 00001 00191 00039 00001 00000 00097  
14:45:00 12/08/2023 00001 00000 00244 00001 00000 00076 00001 00191 00045 00001 00191 00039 00001 00000 00096  
14:46:00 12/08/2023 00001 00000 00244 00001 00000 00076 00001 00191 00045 00001 00191 00040 00001 00000 00096  
14:47:00 12/08/2023 00001 00000 00244 00001 00000 00076 00001 00191 00045 00001 00191 00040 00001 00000 00096  
14:48:00 12/08/2023 00001 00000 00244 00001 00000 00076 00001 00191 00045 00001 00191 00040 00001 00000 00096  
14:49:00 12/08/2023 00001 00000 00243 00001 00000 00076 00001 00191 00045 00001 00191 00040 00001 00000 00096  
14:50:00 12/08/2023 00001 00000 00243 00001 00000 00075 00001 00191 00045 00001 00191 00040 00001 00000 00096  
14:51:00 12/08/2023 00001 00000 00243 00001 00000 00075 00001 00191 00045 00001 00191 00040 00001 00000 00096  
14:52:00 12/08/2023 00001 00000 00244 00001 00000 00076 00001 00191 00045 00001 00191 00040 00001 00000 00097  
14:53:00 12/08/2023 00001 00000 00245 00001 00000 00076 00001 00191 00046 00001 00191 00040 00001 00000 00097  
14:54:00 12/08/2023 00001 00000 00245 00001 00000 00076 00001 00191 00045 00001 00191 00040 00001 00000 00097  
14:55:00 12/08/2023 00001 00000 00244 00001 00000 00075 00001 00191 00045 00001 00191 00039 00001 00000 00097  
14:56:00 12/08/2023 00001 00000 00244 00001 00000 00075 00001 00191 00045 00001 00191 00039 00001 00000 00096  
14:57:00 12/08/2023 00001 00000 00245 00001 00000 00076 00001 00191 00046 00001 00191 00039 00001 00000 00098  
14:58:00 12/08/2023 00001 00000 00245 00001 00000 00075 00001 00191 00046 00001 00191 00038 00001 00000 00098  
14:59:00 12/08/2023 00001 00000 00245 00001 00000 00076 00001 00191 00046 00001 00191 00038 00001 00000 00098  
15:00:00 12/08/2023 00001 00000 00245 00001 00000 00075 00001 00191 00046 00001 00191 00037 00001 00000 00098  
15:01:00 12/08/2023 00001 00000 00245 00001 00000 00075 00001 00191 00045 00001 00191 00036 00001 00000 00098  
15:02:00 12/08/2023 00001 00000 00244 00001 00000 00074 00001 00191 00045 00001 00191 00035 00001 00000 00097  
15:03:00 12/08/2023 00001 00041 00215 00001 00052 00092 00001 00191 00051 00001 00190 00044 00001 00118 00086  
15:04:00 12/08/2023 00001 00169 00273 00001 00161 00103 00001 00178 00071 00001 00183 00077 00001 00173 00095  
15:05:00 12/08/2023 00001 00000 00304 00001 00191 00116 00001 00191 00083 00001 00191 00098 00001 00191 00104  
15:06:00 12/08/2023 00001 00000 00306 00001 00191 00116 00001 00191 00083 00001 00191 00098 00001 00191 00105  
15:07:00 12/08/2023 00001 00000 00306 00001 00191 00115 00001 00191 00083 00001 00191 00097 00001 00191 00105  
15:08:00 12/08/2023 00001 00000 00307 00001 00191 00116 00001 00191 00081 00001 00191 00088 00001 00191 00105  
15:09:00 12/08/2023 00001 00000 00307 00001 00191 00117 00001 00191 00080 00001 00191 00085 00001 00191 00106  
15:10:00 12/08/2023 00001 00000 00307 00001 00191 00117 00001 00191 00080 00001 00191 00085 00001 00191 00106  
15:11:00 12/08/2023 00001 00000 00306 00001 00191 00116 00001 00191 00079 00001 00191 00085 00001 00191 00104  
15:12:00 12/08/2023 00001 00000 00308 00001 00191 00117 00001 00191 00079 00001 00191 00085 00001 00191 00105  
15:13:00 12/08/2023 00001 00000 00309 00001 00191 00117 00001 00191 00079 00001 00191 00085 00001 00191 00106  
15:14:00 12/08/2023 00001 00000 00308 00001 00000 00116 00001 00191 00079 00001 00191 00085 00001 00191 00106  
15:15:00 12/08/2023 00001 00000 00309 00001 00000 00115 00001 00191 00078 00001 00191 00085 00001 00191 00106  
15:16:00 12/08/2023 00001 00000 00308 00001 00000 00115 00001 00191 00078 00001 00191 00085 00001 00191 00106  
15:17:00 12/08/2023 00001 00000 00309 00001 00000 00115 00001 00191 00077 00001 00191 00085 00001 00191 00106  
15:18:00 12/08/2023 00001 00000 00308 00001 00000 00112 00001 00191 00072 00001 00191 00082 00001 00191 00103  
15:19:00 12/08/2023 00001 00000 00308 00001 00000 00112 00001 00191 00073 00001 00191 00082 00001 00191 00104  
15:20:00 12/08/2023 00001 00000 00308 00001 00000 00112 00001 00191 00072 00001 00191 00082 00001 00191 00104  
15:21:00 12/08/2023 00001 00000 00308 00001 00000 00112 00001 00191 00072 00001 00191 00082 00001 00191 00104  
15:22:00 12/08/2023 00001 00000 00308 00001 00000 00112 00001 00191 00072 00001 00191 00082 00001 00191 00104  
15:23:00 12/08/2023 00001 00000 00306 00001 00000 00112 00001 00191 00072 00001 00191 00082 00001 00191 00104  
15:24:00 12/08/2023 00001 00000 00308 00001 00000 00112 00001 00191 00072 00001 00191 00082 00001 00191 00104  
15:25:00 12/08/2023 00001 00000 00308 00001 00000 00112 00001 00191 00071 00001 00191 00082 00001 00191 00104  
15:26:00 12/08/2023 00001 00000 00308 00001 00000 00112 00001 00191 00071 00001 00191 00082 00001 00191 00104  
15:27:00 12/08/2023 00001 00000 00308 00001 00000 00111 00001 00191 00071 00001 00191 00082 00001 00191 00103  
15:28:00 12/08/2023 00001 00000 00308 00001 00000 00111 00001 00191 00070 00001 00191 00082 00001 00191 00103  
15:29:00 12/08/2023 00001 00000 00308 00001 00000 00111 00001 00191 00070 00001 00191 00082 00001 00191 00103  
15:30:00 12/08/2023 00001 00000 00307 00001 00000 00111 00001 00191 00069 00001 00191 00082 00001 00191 00103  
15:31:00 12/08/2023 00001 00000 00307 00001 00000 00110 00001 00191 00069 00001 00191 00082 00001 00191 00103  
15:32:00 12/08/2023 00001 00000 00307 00001 00000 00110 00001 00191 00069 00001 00191 00082 00001 00191 00103  
15:33:00 12/08/2023 00001 00000 00307 00001 00000 00110 00001 00191 00069 00001 00191 00082 00001 00191 00103  
15:34:00 12/08/2023 00001 00000 00306 00001 00000 00110 00001 00191 00068 00001 00191 00082 00001 00191 00102  
15:35:00 12/08/2023 00001 00000 00307 00001 00000 00110 00001 00191 00068 00001 00191 00082 00001 00191 00102  
15:36:00 12/08/2023 00001 00000 00307 00001 00000 00109 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:37:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00066 00001 00191 00082 00001 00191 00102  
15:38:00 12/08/2023 00001 00000 00307 00001 00000 00109 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:39:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:40:00 12/08/2023 00001 00000 00307 00001 00000 00109 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:41:00 12/08/2023 00001 00000 00307 00001 00000 00110 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:42:00 12/08/2023 00001 00000 00306 00001 00000 00110 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:43:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:44:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:45:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00067 00001 00191 00082 00001 00191 00102  
15:46:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00066 00001 00191 00082 00001 00191 00102  
15:47:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00066 00001 00191 00082 00001 00191 00102  
15:48:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00066 00001 00191 00082 00001 00191 00102  
15:49:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00066 00001 00191 00082 00001 00191 00101  
15:50:00 12/08/2023 00001 00000 00306 00001 00000 00109 00001 00191 00066 00001 00191 00082 00001 00191 00101  
15:51:00 12/08/2023 00001 00000 00306 00001 00000 00108 00001 00191 00066 00001 00191 00082 00001 00191 00101  
15:52:00 12/08/2023 00001 00000 00306 00001 00000 00108 00001 00191 00066 00001 00191 00082 00001 00191 00101  
15:53:00 12/08/2023 00001 00000 00306 00001 00000 00108 00001 00191 00065 00001 00191 00082 00001 00191 00101  
15:54:00 12/08/2023 00001 00000 00306 00001 00000 00108 00001 00191 00065 00001 00191 00082 00001 00191 00101  
15:55:00 12/08/2023 00001 00000 00306 00001 00000 00108 00001 00191 00065 00001 00191 00082 00001 00191 00101  
15:56:00 12/08/2023 00001 00000 00306 00001 00000 00108 00001 00191 00065 00001 00191 00083 00001 00191 00101  
15:57:00 12/08/2023 00001 00000 00305 00001 00000 00108 00001 00191 00065 00001 00191 00082 00001 00191 00101  
15:58:00 12/08/2023 00001 00000 00306 00001 00000 00108 00001 00191 00064 00001 00191 00083 00001 00191 00101  
15:59:00 12/08/2023 00001 00000 00306 00001 00000 00107 00001 00191 00064 00001 00191 00083 00001 00191 00101  
16:00:00 12/08/2023 00001 00000 00306 00001 00000 00107 00001 00191 00064 00001 00191 00083 00001 00191 00101  
16:01:00 12/08/2023 00001 00000 00305 00001 00000 00107 00001 00191 00064 00001 00191 00083 00001 00191 00101  
16:02:00 12/08/2023 00001 00000 00305 00001 00000 00107 00001 00191 00064 00001 00191 00083 00001 00191 00101  
16:03:00 12/08/2023 00001 00000 00306 00001 00000 00107 00001 00191 00063 00001 00191 00083 00001 00191 00101  
16:04:00 12/08/2023 00001 00000 00305 00001 00000 00107 00001 00191 00063 00001 00191 00083 00001 00191 00100  
16:05:00 12/08/2023 00001 00000 00305 00001 00000 00107 00001 00191 00063 00001 00191 00083 00001 00191 00100  
16:06:00 12/08/2023 00001 00000 00305 00001 00000 00107 00001 00191 00063 00001 00191 00084 00001 00191 00100  
16:07:00 12/08/2023 00001 00000 00305 00001 00000 00107 00001 00191 00063 00001 00191 00084 00001 00191 00100  
16:08:00 12/08/2023 00001 00000 00305 00001 00000 00106 00001 00191 00063 00001 00191 00085 00001 00191 00100  
16:09:00 12/08/2023 00001 00000 00305 00001 00000 00106 00001 00191 00063 00001 00191 00085 00001 00191 00100  
16:10:00 12/08/2023 00001 00000 00305 00001 00000 00106 00001 00191 00062 00001 00191 00085 00001 00191 00100  
16:11:00 12/08/2023 00001 00000 00305 00001 00000 00106 00001 00191 00062 00001 00191 00085 00001 00191 00100  
16:12:00 12/08/2023 00001 00000 00305 00001 00000 00106 00001 00191 00062 00001 00191 00085 00001 00191 00100  
16:13:00 12/08/2023 00001 00000 00305 00001 00000 00106 00001 00191 00062 00001 00191 00085 00001 00191 00100  
16:14:00 12/08/2023 00001 00000 00304 00001 00000 00105 00001 00191 00061 00001 00191 00085 00001 00191 00099  
16:15:00 12/08/2023 00001 00000 00304 00001 00000 00103 00001 00191 00060 00001 00191 00083 00001 00191 00097  
16:16:00 12/08/2023 00001 00000 00305 00001 00000 00106 00001 00191 00062 00001 00191 00086 00001 00191 00100  
16:17:00 12/08/2023 00001 00000 00305 00001 00000 00106 00001 00191 00061 00001 00191 00086 00001 00191 00100  
16:18:00 12/08/2023 00001 00000 00302 00001 00000 00101 00001 00191 00057 00001 00191 00081 00001 00191 00096  
