indx_diffe_between_skips
27
27
28
32
32
32
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
28
28
28
28
28
28
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
30
33
33
33
33
33
34
34
33
33
33
33
33
33
33
33
33
33
33
