indx_diffe_between_skips
26
26
31
32
32
32
32
32
32
32
32
32
33
33
33
33
33
33
33
33
33
33
33
31
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
30
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
27
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
32
32
32
32
32
32
32
32
64
32
32
32
32
32
32
32
32
32
32
32
30
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
30
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
27
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
32
32
32
32
32
32
32
32
64
32
32
32
32
32
32
32
32
32
32
32
30
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
29
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
27
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
32
32
32
32
32
32
32
32
64
32
32
32
32
32
32
32
32
32
32
32
31
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
29
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
27
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
32
32
32
32
32
32
32
32
64
32
32
32
32
32
32
32
32
32
32
32
30
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
25
25
25
26
26
26
26
26
26
26
26
28
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
28
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
31
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
31
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
28
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
28
26
26
26
26
26
26
26
26
26
26
26
26
26
25
26
26
26
26
26
26
26
26
26
26
26
26
31
31
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
