indx_diffe_between_skips
143
131
114
115
863
122
120
121
121
120
858
120
118
118
119
122
867
121
120
119
118
867
127
124
122
121
122
869
127
125
123
121
121
855
123
122
121
121
847
125
121
117
110
114
833
119
117
116
112
112
114
830
118
116
116
117
117
834
119
118
119
117
105
823
109
109
107
111
111
110
832
111
112
